name,spouse,parents,siblings,relatives,ancestors,Born,died,abilities,Bonded_with,titles,aliases,profession,groups,skills,species,residence,birthplace,religion,ethnicity,nationality,world,universe,featured_in
Diagram, Residence<->Urithiru, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Malise Gevelmar , Spouse<->Lin Davar, Children<->Helaran/ Balat/ Wikim/ Jushu/ Shallan (stepchildren), Parents<->Brightlord Gevelmar, Born<->c. 1147[fn 1], Died<->Ish 1172 - killed by Lin[2], Religion<->Vorinism, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,
Mem , Residence<->Vedenar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Mill , Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Nalanar , Profession<->Military officer, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
NanHar , Siblings<->NanKhet, Died<->[1], Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Natata Ved , Aliases<->Oileyes, Profession<->Scholar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Redin , Parents<->Valam, Siblings<->Sudi Valam, Profession<->Assassin, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Ren , Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Revilar , Residence<->Valam princedom, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rin , Profession<->Guard captain, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Shallan Davar , Spouse<->Adolin Kholin,,,,,,,,,,,,,,,,,,,,,,
married Nanishah 1174[1][2], Parents<->Lin Davar/ mother, Siblings<->Helaran/ Balat/ Wikim/ Jushu, Born<->1156[3], Abilities<->Lightweaver/ Shardbearer, Bonded With<->Pattern/ Testament (formerly), Aliases<->Veil/ Radiant/ Swiftspren/[4] Kishi/[5] Formless[6], Profession<->Scholar, Religion<->Vorinism (Devotary of Purity)[7], Groups<->Knights Radiant (Lightweavers)/ Unseen Court[8]/ Ghostbloods (formerly), Residence<->Urithiru, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,
Shallan's mother , Spouse<->Lin, Children<->Helaran/ Balat/ Jushu/ Wikim/ Shallan, Died<->Late 1167 to early 1168[1], Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Sudi Valam , Parents<->Valam, Siblings<->Redin, Born<->c. 1117[2], Died<->c. 1173[3], Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Sur Kamar , Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Talak , Profession<->Servant, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Tavinar , Spouse<->Brightness Tavinar (unnamed), Children<->Eylita, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Ten , Profession<->Guard, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Ton (Veden) , Profession<->Miner, Residence<->Ironsway, Nationality<->Veden (Bav), World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Urian , Titles<->Highprince of Jah Keved, Residence<->Vedenar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Urv , Profession<->Ardent in the Devotary of the Mind, Religion<->Vorinism, Residence<->Jokasha Monastery, Ethnicity<->Siln, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Valam , Children<->Sudi Valam/ Redin, Died<->Battle of Vedenar - 1173[1], Abilities<->Shardbearer, Titles<->Highprince of Jah Keved/ King of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Wikim Davar , Spouse<->Eylita Tavinar, Parents<->Lin Davar/ mother, Siblings<->Helaran/ Balat/ Jushu/ Shallan, Residence<->Urithiru, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Hallandren , Capital<->T'Telir, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,,
Allmother , Abilities<->Returned/ Cognitive Shadow, Titles<->Goddess of Matrons and Families[1], Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Bebid , Profession<->Priest, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Blushweaver , Died<->Throat slit by Pahn Kahl rebels while kidnapped[1], Abilities<->Returned/ Cognitive Shadow, Titles<->Blushweaver the Beautiful/ Blushweaver the Honest/ Goddess of Honesty and Interpersonal Relations[2], Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,
Brighthue , Died<->Sacrificed his Divine Breath[1], Abilities<->Returned/ Cognitive Shadow, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Brightvision , Abilities<->Returned/ Cognitive Shadow, Titles<->Brightvision the True, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Calmseer , Died<->Sacrificed her Divine Breath to heal her daughter[1], Abilities<->Returned/ Cognitive Shadow, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Court of Gods , Usage<->Government/ Palace, City<->T'Telir, Nation<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Crossroads Garden , City<->T'Telir, Nation<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
D'Denir garden , City<->T'Telir, Nation<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Fob , Profession<->Merchant, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Giftbeacon , Abilities<->Returned/ Cognitive Shadow, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Grable , Profession<->Crime lord/ restaurateur, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Halan , Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,,
Hopefinder , Abilities<->Returned/ Cognitive Shadow, Titles<->Hopefinder the Just/ God of Innocence and Beauty, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Inhanna , Profession<->High Priestess, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Jewels , Profession<->Mercenary, Groups<->Denth's crew, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Kindwinds , Abilities<->Returned/ Cognitive Shadow, Titles<->Kindwinds the Honest, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Lifeblesser , Abilities<->Returned/ Cognitive Shadow, Titles<->God of Healing, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Llarimar , Children<->Tatara, Siblings<->Lightsong, Aliases<->Scoot, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,
Lolan , Profession<->Servant, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Mercystar , Abilities<->Returned/ Cognitive Shadow, Titles<->Goddess of Kindness, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Mirthgiver , Abilities<->Returned/ Cognitive Shadow, Titles<->God of Laughter, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Misel , Parents<->Nanrovah, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Nanrovah , Children<->Misel, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Pahn Kahl rebellion , Participants<->Pahn Kahl/ Hallandren/ Idris, Effects<->War averted/ Susebron healed/ Kalad's Phantoms rediscovered/ deaths of Lightsong and Blushweaver, City<->T'Telir, Nation<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Peaceyearning , Abilities<->Returned/ Cognitive Shadow, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Rariv , Profession<->Servant, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Lightsong , Siblings<->Llarimar, Relatives<->Tatara, Died<->Sacrificed his Divine Breath to heal Susebron[1], Abilities<->Returned/ Cognitive Shadow, Titles<->Lightsong the Bold/ Lord of Heroes/ Lightsong the Brave[2]/ God of Bravery, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,
Stillmark , Abilities<->Returned/ Cognitive Shadow, Titles<->Stillmark the Noble, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Susebron , Spouse<->Sisirinah, Parents<->Mother, Abilities<->Returned/ Awakener/ Cognitive Shadow, Titles<->God King of Hallandren/ Susebron the Grand/ Immortal Majesty[1]/ His Excellent Grace, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,
Susebron's mother , Children<->Susebron, Ethnicity<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
T'Telir , Nation<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,,
Taff , Died<->[1], Profession<->Servant, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Tarachin , Type<->Game, Origin<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Treledees , Died<->Pahn Kahl rebellion, Profession<->High Priest, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Truthcall , Abilities<->Returned/ Cognitive Shadow, Titles<->God of Nature, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Weatherlove , Abilities<->Returned/ Cognitive Shadow, Titles<->God of Storms, Residence<->T'Telir, Nationality<->Hallandren, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Idrian , Ethnicity<->Idrian, Capital<->Bevalis, Ruled by<->Dedelin, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Ashu , Residence<->T'Telir, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Dedelin , Spouse<->Vivenna's mother, Children<->Vivenna/ Ridger/ Fafen/ Siri, Relatives<->Denth[1]/ Shashara[1], Ancestors<->Vo, Abilities<->Royal Locks, Titles<->King of Idris, Residence<->Bevalis, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,
Fafen , Parents<->Dedelin/ Mother, Siblings<->Vivenna/ Ridger/ Siri, Relatives<->Denth[1]/ Shashara, Ancestors<->Vo, Abilities<->Royal Locks, Titles<->Princess of Idris, Profession<->Monk, Religion<->Austrism, Residence<->Bevalis, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,
Lemex , Died<->Poisoned by Denth[1], Abilities<->Awakener, Religion<->Austrism, Residence<->T'Telir, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,
Mab , Residence<->Bevalis, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Parlin , Parents<->Yarda, Died<->Tortured and killed by Tonk Fah in 327[1], Religion<->Austrism, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Paxen , Residence<->T'Telir, Ethnicity<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,,
Ridger , Parents<->Dedelin/ Mother, Siblings<->Vivenna/ Fafen/ Siri, Relatives<->Denth[1]/ Shashara, Ancestors<->Vo, Abilities<->Royal Locks, Titles<->Heir to the throne of Idris, Residence<->Bevalis, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,
Rira (character) , Profession<->Slumlord, Religion<->Austrism, Residence<->T'Telir, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,
Sisirinah , Spouse<->Susebron, Parents<->Dedelin/ Mother, Siblings<->Vivenna/ Ridger/ Fafen, Relatives<->Denth[1]/ Shashara, Ancestors<->Vo, Abilities<->Royal Locks, Titles<->Princess of Idris/ Queen of Hallandren/ Vessel, Aliases<->Siri, Residence<->T'Telir, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,
Thame , Religion<->Austrism, Residence<->T'Telir, Ethnicity<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Tuft , Profession<->Beggar, Residence<->T'Telir, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,,,
Vivenna , Parents<->Dedelin/ Mother, Siblings<->Ridger/ Fafen/ Siri, Relatives<->Denth[1]/ Shashara, Ancestors<->Vo, Abilities<->Royal Locks/ Awakener/ Worldhopper/ Shardbearer, Titles<->Princess of Idris/ Highmarshal/ Commander of the Kholinar Wall Guard, Aliases<->Azure, Groups<->Kholinar Wall Guard, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker/ The Stormlight Archive,,,,,,,,,,,
Vivenna's mother , Spouse<->Dedelin, Children<->Vivenna/ Ridger/ Fafen/ Sisirinah, Died<->Riding accident[1], Titles<->Queen of Idris, Residence<->Bevalis, Ethnicity<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,
Yarda , Children<->Parlin, Profession<->General, Religion<->Austrism, Residence<->Bevalis, Nationality<->Idrian, World<->Nalthis, Universe<->Cosmere, Featured In<->Warbreaker,,,,,,,,,,,,,,,
Baon , Abilities<->Sand master/[1] Worldhopper, Aliases<->Vao/ Blunt, Profession<->Soldier, Groups<->Seventeenth Shard/ Dynasty[2], Ethnicity<->Darksider, Nationality<->Iiarian, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand/ The Stormlight Archive,,,,,,,,,,,,,,
Cynder , Profession<->Linguist, Ethnicity<->Darksider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,,
Deral , Died<->Killed by Baon[1], Ethnicity<->Darksider, Nationality<->Elisian, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Gevalden , Titles<->Prince of Elis/ Lord Beggar[1], Aliases<->Gevin/ Nilto[1], Groups<->Taishin (unofficial), Residence<->Kezare, Ethnicity<->Darksider, Nationality<->Elisian, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Jon Acron , Died<->killed by Khriss[1], Profession<->Anthropologist/ Assassin, Groups<->Dynasty[1], Ethnicity<->Darksider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Kenton , Parents<->Praxton/ mother, Abilities<->Sand master, Titles<->Lord Mastrell[1], Groups<->Diem/ Taishin, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Kenton's mother , Spouse<->Praxton, Children<->Kenton, Residence<->Kezare, Ethnicity<->Darksider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Khrissalla , Abilities<->Worldhopper, Titles<->Duchess of Elis, Profession<->Arcanist, Ethnicity<->Darksider, Nationality<->Elisian, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand/ Mistborn,,,,,,,,,,,,,,,
Loaten , Residence<->Lonzare, Ethnicity<->Darksider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,,
N'Teese , Residence<->Lonzare, Ethnicity<->Darksider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Skathan , Abilities<->Ageless; other unspecified abilities[1], Titles<->Emperor of the Dynasty, Residence<->Iiaria, Ethnicity<->Darksider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Aarik , Parents<->Raagent, Titles<->Lord General[1], Profession<->Merchant[2], Groups<->Taishin/ The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Berbrath , Abilities<->Sand master, Titles<->Underfen, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Delius , Children<->son, Titles<->Lord Admiral (former), Groups<->Taishin (former)/ Helm, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Delius's son , Parents<->Delius, Profession<->Steward, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Dirin , Abilities<->Sand master, Titles<->Undermastrell/[1] Acolent (formerly), Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Drile , Parents<->Reenst Rile, Abilities<->Sand master, Titles<->Undermastrell/ Diemfen (formerly)/ Mastrell (formerly), Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Elorin , Died<->Killed by Kenton[1], Abilities<->Sand master, Titles<->Undermastrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Fyld , Profession<->Secretary, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Gennel , Titles<->Lord Farmer[1], Groups<->Taishin/ The Field, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Gremt , Profession<->Soldier, Groups<->The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Heelis , Titles<->Lady Judge[1], Groups<->Taishin/ The Hall, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Kar (Taldain) , Groups<->The Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Kenton , Parents<->Praxton/ mother, Abilities<->Sand master, Titles<->Lord Mastrell[1], Groups<->Diem/ Taishin, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Khyan , Profession<->Mason, Groups<->Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Lokkall , Titles<->Lord Admiral, Groups<->Taishin/ The Helm, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Lokmlen , Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Mellis , Spouse<->Ais, Children<->Melloni, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Melloni , Parents<->Ais/ Mellis, Residence<->Kezare, Ethnicity<->Kerztian/ Lossandin, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Praxton , Spouse<->Kenton's mother, Children<->Kenton, Died<->[1], Abilities<->Sand master, Titles<->Lord Mastrell, Groups<->Diem/ Taishin, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,
Raagent , Children<->Aarik, Died<->killed by Sharezan[1], Titles<->Lord General[2], Groups<->Taishin/ The Tower, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Reendel , Parents<->Keshdel, Abilities<->Sand master, Titles<->Lesstrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Reenst Rile , Children<->Drile, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Reven , Titles<->King of Seevis, Ethnicity<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,,
Rite , Titles<->Lord Artisan, Groups<->Taishin/ The Draft, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Tain , Aliases<->Sharezan[1], Profession<->Trackt/ Criminal, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Tendel , Died<->killed in the Kerztian massacre[1], Abilities<->Sand master, Titles<->Mastrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Torkel , Groups<->The Guild, Ethnicity<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,,
Traiben , Died<->[1], Abilities<->Sand master, Titles<->Mastrell, Groups<->Diem, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,
Trell (Taldain) , Profession<->Builder, Groups<->Mason's Guild, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Venkohl , Profession<->Trackt, Residence<->Kezare, Ethnicity<->Daysider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
Ais , Spouse<->Mellis, Children<->Melloni, Profession<->Trackt, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Grelin , Profession<->Secretary, Groups<->The Guild, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,
Lokmlen , Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Daysider, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
Melloni , Parents<->Ais/ Mellis, Residence<->Kezare, Ethnicity<->Kerztian/ Lossandin, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,
N'Teese , Residence<->Lonzare, Ethnicity<->Darksider, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,,,,
NaiMeer , Relatives<->Vey[1], Profession<->Dockmaster, Groups<->The Helm, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
Vey , Relatives<->NaiMeer[1], Titles<->Lord Merchant[2], Groups<->Taishin/ The Guild, Residence<->Kezare, Ethnicity<->Kerztian, Nationality<->Lossandin, World<->Taldain, Universe<->Cosmere, Featured In<->White Sand,,,,,,,,,,,,,,
